country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Kenya,Yes,Urban,Yes,20,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Rural,Yes,75,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,21,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,size 3 or below
Kenya,No,Urban,Yes,50,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,size btw 7 and 10
Kenya,No,Urban,Yes,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,38,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Kenya,No,Rural,No,53,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,Yes,Urban,Yes,50,Female,Head of Household,Widowed,Primary education,Self employed,size btw 4 and 6
Kenya,No,Rural,Yes,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,Yes,Rural,Yes,60,Male,Head of Household,Widowed,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,30,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,No,17,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,No,23,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Kenya,No,Rural,Yes,30,Female,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,No,Rural,No,27,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,34,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Urban,No,21,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,Yes,Rural,Yes,55,Male,Head of Household,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,26,Female,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Kenya,No,Urban,No,18,Female,Child,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,22,Female,Child,Divorced/Seperated,Primary education,Informally employed,size btw 7 and 10
Kenya,Yes,Urban,Yes,33,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,Yes,75,Female,Head of Household,Widowed,Primary education,Government Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,26,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,No,18,Male,Child,Single/Never Married,Primary education,Other Income,size btw 4 and 6
Kenya,Yes,Urban,Yes,40,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government,size btw 4 and 6
Kenya,Yes,Urban,Yes,34,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Kenya,No,Rural,No,25,Female,Child,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,No,Rural,No,46,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 4 and 6
Kenya,No,Rural,Yes,52,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,No,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,33,Male,Head of Household,Married/Living together,Secondary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,No,29,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 7 and 10
Kenya,No,Urban,Yes,44,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Kenya,Yes,Urban,Yes,43,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,size btw 4 and 6
Kenya,No,Rural,Yes,49,Female,Head of Household,Widowed,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,41,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Kenya,No,Rural,Yes,27,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,No,16,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,28,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent,size 3 or below
Kenya,No,Urban,Yes,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Rural,No,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,52,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Kenya,Yes,Rural,No,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,33,Female,Spouse,Married/Living together,Primary education,Informally employed,size 3 or below
Kenya,No,Urban,Yes,31,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,size 3 or below
Kenya,No,Rural,No,28,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,57,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Kenya,No,Urban,Yes,25,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,size 3 or below
Kenya,No,Urban,No,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,No,20,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Urban,Yes,45,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,Yes,52,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,Yes,Rural,Yes,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Rural,No,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,No,17,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Urban,Yes,25,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,50,Female,Head of Household,Married/Living together,No formal education,Self employed,size btw 7 and 10
Kenya,No,Urban,No,17,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,52,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,34,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Kenya,Yes,Urban,Yes,73,Male,Head of Household,Widowed,Vocational/Specialised training,Other Income,size 3 or below
Kenya,Yes,Rural,Yes,56,Female,Head of Household,Widowed,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,No,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Urban,Yes,24,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,46,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Urban,Yes,64,Male,Head of Household,Single/Never Married,No formal education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,24,Female,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Kenya,No,Rural,No,80,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,26,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,size 3 or below
Kenya,No,Urban,Yes,35,Female,Child,Single/Never Married,Primary education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,32,Female,Head of Household,Married/Living together,Vocational/Specialised training,Remittance Dependent,size 3 or below
Kenya,No,Rural,No,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 7 and 10
Kenya,No,Rural,No,17,Male,Other relative,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Kenya,Yes,Urban,Yes,51,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size btw 7 and 10
Kenya,No,Rural,No,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,size 3 or below
Kenya,Yes,Rural,Yes,42,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,size 3 or below
Kenya,Yes,Urban,Yes,34,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,No,Urban,No,19,Male,Child,Single/Never Married,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Urban,No,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Urban,Yes,25,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,No,74,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Kenya,No,Urban,Yes,38,Male,Head of Household,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,No,Rural,Yes,21,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size btw 4 and 6
Kenya,No,Rural,Yes,68,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Kenya,Yes,Urban,Yes,37,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,size btw 4 and 6
Kenya,No,Rural,Yes,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,size btw 7 and 10
Kenya,No,Rural,No,49,Female,Head of Household,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,Yes,Urban,Yes,51,Male,Head of Household,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,No,Rural,No,89,Female,Head of Household,Widowed,Primary education,Remittance Dependent,size 3 or below
Kenya,No,Urban,No,42,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 7 and 10
Kenya,Yes,Urban,Yes,23,Male,Child,Single/Never Married,Vocational/Specialised training,Formally employed Private,size btw 4 and 6
Kenya,No,Urban,Yes,45,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Rural,Yes,34,Female,Spouse,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Kenya,No,Rural,No,45,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Kenya,No,Rural,Yes,19,Female,Child,Single/Never Married,Primary education,Informally employed,size btw 7 and 10
Kenya,Yes,Urban,Yes,20,Male,Other non-relatives,Single/Never Married,Tertiary education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,77,Female,Spouse,Married/Living together,No formal education,Government Dependent,size btw 4 and 6
Kenya,No,Urban,No,17,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,90,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Kenya,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Informally employed,size 3 or below
Kenya,Yes,Rural,Yes,34,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,size btw 7 and 10
Kenya,No,Rural,No,68,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,27,Female,Head of Household,Married/Living together,No formal education,Self employed,size btw 7 and 10
Kenya,Yes,Rural,No,73,Female,Head of Household,Widowed,Primary education,Government Dependent,size 3 or below
Kenya,No,Urban,Yes,34,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,size 3 or below
Kenya,No,Urban,Yes,23,Female,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,Yes,Rural,No,76,Male,Head of Household,Widowed,No formal education,Government Dependent,size 3 or below
Kenya,No,Rural,Yes,33,Male,Child,Single/Never Married,Secondary education,Informally employed,size 3 or below
Kenya,No,Urban,Yes,35,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,No,Rural,Yes,54,Male,Head of Household,Widowed,Primary education,Farming and Fishing,size 3 or below
Kenya,No,Urban,Yes,47,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Kenya,No,Urban,Yes,28,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Kenya,No,Rural,Yes,20,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,size btw 4 and 6
Kenya,Yes,Urban,Yes,30,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,size btw 4 and 6
Kenya,Yes,Urban,Yes,64,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Kenya,Yes,Urban,Yes,30,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Kenya,No,Urban,Yes,44,Female,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,size btw 4 and 6
Kenya,Yes,Urban,Yes,35,Male,Head of Household,Married/Living together,Secondary education,Informally employed,size 3 or below
Kenya,No,Urban,Yes,59,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,size 3 or below
